FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr,FundingInstrumentGa
Science communication,11100,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,20000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,9245,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,16290,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,19511,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,14010,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,25000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,17000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,12364,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,9376,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,14350,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,16656,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,15000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,16156,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,17200,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,5944,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,7500,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,14895,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,18500,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,30000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,20000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,15000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,14467,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,17710,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,8320,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,23290,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,12000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,8633,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,14146,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,10136,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,20365,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,10169,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,10877,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,15000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,10800,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,11980,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,9130,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,11000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,15000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,20094,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,2837,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,18000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,15100,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,12081,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,10850,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,11528,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,20000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,12608,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,13193,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,7306,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,20000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,24000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,16233,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,21904,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,9467,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,9118,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,15730,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,19680,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,11876,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,15000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,12415,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,13130,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,14150,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,13885,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,9700,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,15300,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,13500,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,14800,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,16776,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
Science communication,12000,Open Access books and book chapters,Open-Access-Bücher und -Buchkapitel,Livres et chapitres de livres en libre accès,Open Access Books
